district,year,iso_week,dengue_cases_reported,dengue_deaths_weekly,temperature_mean_week,humidity_mean_week,rainfall_total_week,temperature_max_week,humidity_max_week,population_2011,cases_per_100k,cases_lag1,cases_lag2,cases_lag3,cases_roll2_mean,cases_roll4_mean,temperature_mean_week_lag1,temperature_mean_week_lag2,humidity_mean_week_lag1,humidity_mean_week_lag2,rainfall_total_week_lag1,rainfall_total_week_lag2,week_sin,week_cos,target_cases_plus1,target_cases_plus2,district_case_q75,target_outbreak_plus1,target_outbreak_plus2,is_unreliable_2017_peak_week,exclude_target_plus1,exclude_target_plus2,exclude_training_row,worldpop_total,worldpop_density_per_km2,ndvi_mean
Chamarajanagara,2021,11,2.0,0.0,25.716573760091585,10.074713298709444,0.0450800161345578,26.254331313998364,11.917204050273083,1020791,0.1959264922986194,0.0,0.0,0.0,0.0,0.5,25.08294578408979,24.510536384966844,11.38829455873912,8.555219431252324,0.0734998814921043,0.0420663243314275,0.970941817426052,0.2393156642875578,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.3952731774851548
Chamarajanagara,2021,12,0.0,0.0,26.70982785007558,12.397815147791157,0.0692763387151642,27.000798714858604,14.398190834597813,1020791,0.0,2.0,0.0,0.0,1.0,0.5,25.716573760091585,25.08294578408979,10.074713298709444,11.38829455873912,0.0450800161345578,0.0734998814921043,0.992708874098054,0.120536680255323,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.3952731774851548
Chamarajanagara,2021,13,0.0,0.0,27.59693542993452,15.561746852462566,0.4319852546986598,28.42039492397845,17.052462857267074,1020791,0.0,0.0,2.0,0.0,1.0,0.5,26.70982785007558,25.716573760091585,12.397815147791157,10.074713298709444,0.0692763387151642,0.0450800161345578,1.0,6.123233995736766e-17,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4431594739713669
Chamarajanagara,2021,17,0.0,0.0,26.504108245108057,18.671304245893307,4.440396218436871,26.8096744816105,19.29429883764874,1020791,0.0,0.0,0.0,2.0,0.0,0.5,27.59693542993452,26.70982785007558,15.561746852462566,12.397815147791157,0.4319852546986598,0.0692763387151642,0.8854560256532099,-0.4647231720437685,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5029426584645226
Chamarajanagara,2021,18,0.0,0.0,26.60996997081932,18.851755004017352,7.985865395531253,27.46318592372819,19.69968731429884,1020791,0.0,0.0,0.0,0.0,0.0,0.5,26.504108245108057,27.59693542993452,18.671304245893307,15.561746852462566,4.440396218436871,0.4319852546986598,0.8229838658936565,-0.5680647467311557,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5677063241075668
Chamarajanagara,2021,19,0.0,0.0,25.09611416676541,20.437580516988337,55.06157056632407,26.75631899228108,21.115847382483423,1020791,0.0,0.0,0.0,0.0,0.0,0.0,26.60996997081932,26.504108245108057,18.851755004017352,18.671304245893307,7.985865395531253,4.440396218436871,0.7485107481711013,-0.6631226582407951,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5677063241075668
Chamarajanagara,2021,20,0.0,0.0,23.86415134196684,20.50886896526106,45.99236864891125,24.51779954075664,21.017939713394867,1020791,0.0,0.0,0.0,0.0,0.0,0.0,25.09611416676541,26.60996997081932,20.437580516988337,18.851755004017352,55.06157056632407,7.985865395531253,0.6631226582407952,-0.7485107481711012,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5777890494853659
Chamarajanagara,2021,21,0.0,0.0,24.22488032539088,18.90682433141392,6.038062492073343,24.555976248184948,19.622312768811696,1020791,0.0,0.0,0.0,0.0,0.0,0.0,23.86415134196684,25.09611416676541,20.50886896526106,20.437580516988337,45.99236864891125,55.06157056632407,0.5680647467311558,-0.8229838658936564,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5777890494853659
Chamarajanagara,2021,22,0.0,0.0,24.46354674947053,20.261343987476728,38.87580623491698,25.60922341442767,20.96528102749147,1020791,0.0,0.0,0.0,0.0,0.0,0.0,24.22488032539088,23.86415134196684,18.90682433141392,20.50886896526106,6.038062492073343,45.99236864891125,0.4647231720437687,-0.8854560256532098,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5777890494853659
Chamarajanagara,2021,23,0.0,0.0,23.712962641060667,18.666878237038247,23.522251687516768,24.86924263524992,20.068327853316305,1020791,0.0,0.0,0.0,0.0,0.0,0.0,24.46354674947053,24.22488032539088,20.261343987476728,18.90682433141392,38.87580623491698,6.038062492073343,0.3546048870425358,-0.9350162426854148,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5355245861568081
Chamarajanagara,2021,24,0.0,0.0,22.86469021200606,18.65238392856373,24.739809182726788,23.35175163493159,19.5632167218102,1020791,0.0,0.0,0.0,0.0,0.0,0.0,23.712962641060667,24.46354674947053,18.666878237038247,20.261343987476728,23.522251687516768,38.87580623491698,0.2393156642875576,-0.970941817426052,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5355245861568081
Chamarajanagara,2021,25,0.0,0.0,23.72640464905777,18.1844960581862,5.820013897928825,24.69754518734987,19.13359050461156,1020791,0.0,0.0,0.0,0.0,0.0,0.0,22.86469021200606,23.712962641060667,18.65238392856373,18.666878237038247,24.739809182726788,23.522251687516768,0.120536680255323,-0.992708874098054,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5907222538866406
Chamarajanagara,2021,26,0.0,0.0,24.46046370859452,19.34234110192954,34.48785803185447,26.00457477931343,20.146514913510373,1020791,0.0,0.0,0.0,0.0,0.0,0.0,23.72640464905777,22.86469021200606,18.1844960581862,18.65238392856373,5.820013897928825,24.739809182726788,1.2246467991473532e-16,-1.0,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5907222538866406
Chamarajanagara,2021,27,0.0,0.0,23.129734079646337,19.61956349122457,52.87717419549002,24.39118898913074,20.03681769859321,1020791,0.0,0.0,0.0,0.0,0.0,0.0,24.46046370859452,23.72640464905777,19.34234110192954,18.1844960581862,34.48785803185447,5.820013897928825,-0.1205366802553232,-0.992708874098054,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4308780231771929
Chamarajanagara,2021,28,0.0,0.0,22.057227010718886,19.19814838819949,39.27607066737098,22.616888046917893,19.547290538340008,1020791,0.0,0.0,0.0,0.0,0.0,0.0,23.129734079646337,24.46046370859452,19.61956349122457,19.34234110192954,52.87717419549002,34.48785803185447,-0.2393156642875574,-0.970941817426052,0.0,1.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4308780231771929
Chamarajanagara,2021,29,0.0,0.0,22.76077657553314,19.080095268185136,27.72380256690008,23.54915786874136,19.483405159544247,1020791,0.0,0.0,0.0,0.0,0.0,0.0,22.057227010718886,23.129734079646337,19.19814838819949,19.61956349122457,39.27607066737098,52.87717419549002,-0.3546048870425356,-0.9350162426854148,1.0,2.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4608308358070056
Chamarajanagara,2021,30,1.0,0.0,23.163344161258976,18.240891117515407,4.21135191228191,23.46641714683216,18.94985059028488,1020791,0.0979632461493097,0.0,0.0,0.0,0.0,0.0,22.76077657553314,22.057227010718886,19.080095268185136,19.19814838819949,27.72380256690008,39.27607066737098,-0.464723172043768,-0.8854560256532101,2.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4608308358070056
Chamarajanagara,2021,31,2.0,0.0,23.42026957466968,18.633068317621603,12.447111640703394,23.882939662985848,19.418135892291787,1020791,0.1959264922986194,1.0,0.0,0.0,0.5,0.25,23.163344161258976,22.76077657553314,18.240891117515407,19.080095268185136,4.21135191228191,27.72380256690008,-0.5680647467311556,-0.8229838658936565,0.0,1.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4608308358070056
Chamarajanagara,2021,32,0.0,0.0,22.96798119181174,18.861923167299302,23.449780216475503,24.21101748504356,19.34434020256436,1020791,0.0,2.0,1.0,0.0,1.5,0.75,23.42026957466968,23.163344161258976,18.633068317621603,18.240891117515407,12.447111640703394,4.21135191228191,-0.6631226582407953,-0.748510748171101,1.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5535726131871562
Chamarajanagara,2021,33,1.0,0.0,22.507165911442947,19.37938798396434,32.103301373441354,23.09369943490492,19.72919933258788,1020791,0.0979632461493097,0.0,2.0,1.0,1.0,0.75,22.96798119181174,23.42026957466968,18.861923167299302,18.633068317621603,23.449780216475503,12.447111640703394,-0.7485107481711007,-0.6631226582407955,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5535726131871562
Chamarajanagara,2021,34,0.0,0.0,22.87649182872349,19.77343361081781,60.89391564585881,23.723491732081925,20.196745092192145,1020791,0.0,1.0,0.0,2.0,0.5,1.0,22.507165911442947,22.96798119181174,19.37938798396434,18.861923167299302,32.103301373441354,23.449780216475503,-0.8229838658936564,-0.5680647467311559,0.0,2.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4843900347868584
Chamarajanagara,2021,35,0.0,0.0,22.11875633249721,19.518422014261848,70.35446502177385,23.41958380663624,19.873700476949523,1020791,0.0,0.0,1.0,0.0,0.5,0.75,22.87649182872349,22.507165911442947,19.77343361081781,19.37938798396434,60.89391564585881,32.103301373441354,-0.88545602565321,-0.4647231720437683,2.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4843900347868584
Chamarajanagara,2021,36,2.0,0.0,22.73955636039492,18.978243322030487,19.68035858005489,23.338618929332483,19.339801569264807,1020791,0.1959264922986194,0.0,0.0,1.0,0.0,0.25,22.11875633249721,22.87649182872349,19.518422014261848,19.77343361081781,70.35446502177385,60.89391564585881,-0.9350162426854148,-0.3546048870425359,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4973661762230393
Chamarajanagara,2021,37,0.0,0.0,23.84572837291006,19.25963802918653,5.463481564543804,24.439276740372577,20.04028652017763,1020791,0.0,2.0,0.0,0.0,1.0,0.75,22.73955636039492,22.11875633249721,18.978243322030487,19.518422014261848,19.68035858005489,70.35446502177385,-0.970941817426052,-0.2393156642875577,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4973661762230393
Chamarajanagara,2021,38,0.0,0.0,23.848460997473666,19.06610877555001,5.405317577613162,24.24027219334885,20.03424734966381,1020791,0.0,0.0,2.0,0.0,1.0,0.5,23.84572837291006,22.73955636039492,19.25963802918653,18.978243322030487,5.463481564543804,19.68035858005489,-0.992708874098054,-0.1205366802553235,0.0,5.0,4.0,0,1,False,False,False,False,925954.0819267484,163.14221170702345,0.4973661762230393
Chamarajanagara,2021,39,0.0,0.0,22.92601112897408,19.525488155775275,35.67707277954178,23.24536935000544,20.6330263260611,1020791,0.0,0.0,0.0,2.0,0.0,0.5,23.848460997473666,23.84572837291006,19.06610877555001,19.25963802918653,5.405317577613162,5.463481564543804,-1.0,-1.8369701987210287e-16,5.0,5.0,4.0,1,1,False,False,False,False,925954.0819267484,163.14221170702345,0.5974732918323876
Chamarajanagara,2021,40,5.0,0.0,22.65648749581083,20.405606683208937,87.38986035195904,23.34757581032773,20.684354741340258,1020791,0.4898162307465485,0.0,0.0,0.0,0.0,0.5,22.92601112897408,23.848460997473666,19.525488155775275,19.06610877555001,35.67707277954178,5.405317577613162,-0.992708874098054,0.1205366802553232,5.0,5.0,4.0,1,1,False,False,False,False,925954.0819267484,163.14221170702345,0.5974732918323876
Chamarajanagara,2021,41,5.0,0.0,22.56441637474391,20.466378169670293,101.82731499029587,23.397152744143227,21.30171124418399,1020791,0.4898162307465485,5.0,0.0,0.0,2.5,1.25,22.65648749581083,22.92601112897408,20.405606683208937,19.525488155775275,87.38986035195904,35.67707277954178,-0.970941817426052,0.2393156642875573,5.0,4.0,4.0,1,1,False,False,False,False,925954.0819267484,163.14221170702345,0.6517089883122507
Chamarajanagara,2021,42,5.0,0.0,22.90768042994356,20.138970240395672,73.84471900361937,23.55226397589314,20.50658506866131,1020791,0.4898162307465485,5.0,5.0,0.0,5.0,2.5,22.56441637474391,22.65648749581083,20.466378169670293,20.405606683208937,101.82731499029587,87.38986035195904,-0.9350162426854148,0.3546048870425355,4.0,0.0,4.0,1,0,False,False,False,False,925954.0819267484,163.14221170702345,0.6517089883122507
Chamarajanagara,2021,43,4.0,0.0,22.613225168841268,19.45153922261081,23.31237231092741,23.02381164740524,19.92871834989154,1020791,0.3918529845972388,5.0,5.0,5.0,5.0,3.75,22.90768042994356,22.56441637474391,20.138970240395672,20.466378169670293,73.84471900361937,101.82731499029587,-0.8854560256532101,0.464723172043768,0.0,3.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.3188769563222462
Chamarajanagara,2021,44,0.0,0.0,21.519462416774665,19.70671487722225,72.09799689210588,22.26593228030072,20.178246860905578,1020791,0.0,4.0,5.0,5.0,4.5,4.75,22.613225168841268,22.90768042994356,19.45153922261081,20.138970240395672,23.31237231092741,73.84471900361937,-0.8229838658936566,0.5680647467311556,3.0,5.0,4.0,0,1,False,False,False,False,925954.0819267484,163.14221170702345,0.3188769563222462
Chamarajanagara,2021,45,3.0,0.0,20.278373242541143,18.726398188520182,82.3321389385658,21.93079623174964,20.394026036044863,1020791,0.2938897384479291,0.0,4.0,5.0,2.0,3.5,21.519462416774665,22.613225168841268,19.70671487722225,19.45153922261081,72.09799689210588,23.31237231092741,-0.7485107481711011,0.6631226582407953,5.0,0.0,4.0,1,0,False,False,False,False,925954.0819267484,163.14221170702345,0.6307644966222975
Chamarajanagara,2021,46,5.0,0.0,21.38688044727843,19.87202334397958,78.92281096580751,22.04835503831646,20.511493926089884,1020791,0.4898162307465485,3.0,0.0,4.0,1.5,3.0,20.278373242541143,21.519462416774665,18.726398188520182,19.70671487722225,82.3321389385658,72.09799689210588,-0.6631226582407956,0.7485107481711007,0.0,17.0,4.0,0,1,False,False,False,False,925954.0819267484,163.14221170702345,0.6307644966222975
Chamarajanagara,2021,47,0.0,0.0,21.72360286072493,19.23081974760703,30.457949372472363,22.468574688444107,19.80043201973297,1020791,0.0,5.0,3.0,0.0,4.0,3.0,21.38688044727843,20.278373242541143,19.87202334397958,18.726398188520182,78.92281096580751,82.3321389385658,-0.5680647467311559,0.8229838658936564,17.0,0.0,4.0,1,0,False,False,False,False,925954.0819267484,163.14221170702345,0.6307644966222975
Chamarajanagara,2021,48,17.0,0.0,21.892983856266603,19.498406823123386,17.117359889482003,22.561713399404766,19.873443147804096,1020791,1.6653751845382647,0.0,5.0,3.0,2.5,2.0,21.72360286072493,21.38688044727843,19.23081974760703,19.87202334397958,30.457949372472363,78.92281096580751,-0.4647231720437684,0.88545602565321,0.0,2.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.7172344074811122
Chamarajanagara,2021,49,0.0,0.0,21.56842401052651,18.104335786866475,5.62190695056651,22.23373241776017,19.547606308726586,1020791,0.0,17.0,0.0,5.0,8.5,6.25,21.892983856266603,21.72360286072493,19.498406823123386,19.23081974760703,17.117359889482003,30.457949372472363,-0.3546048870425359,0.9350162426854148,2.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.7172344074811122
Chamarajanagara,2021,50,2.0,0.0,20.48883341716334,16.101231620145477,2.524498043034224,20.945770517727222,17.99224645342491,1020791,0.1959264922986194,0.0,17.0,0.0,8.5,5.5,21.56842401052651,21.892983856266603,18.104335786866475,19.498406823123386,5.62190695056651,17.117359889482003,-0.2393156642875578,0.970941817426052,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.6714161584455277
Chamarajanagara,2021,51,0.0,0.0,19.82229509019326,14.235928504450044,0.006469615817525,20.167109166015848,15.031920176987114,1020791,0.0,2.0,0.0,17.0,1.0,4.75,20.48883341716334,21.56842401052651,16.101231620145477,18.104335786866475,2.524498043034224,5.62190695056651,-0.1205366802553236,0.992708874098054,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.6714161584455277
Chamarajanagara,2021,52,0.0,0.0,20.458353525116625,15.913526333719242,4.030956533726739,21.35728639082907,17.91659513551633,1020791,0.0,0.0,2.0,0.0,1.0,4.75,19.82229509019326,20.48883341716334,14.235928504450044,16.101231620145477,0.006469615817525,2.524498043034224,-2.4492935982947064e-16,1.0,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.6444708185766124
Chamarajanagara,2022,1,0.0,0.0,20.868508800469662,15.363378981798162,0.7343809836105335,21.50969493087638,16.655839852040458,1020791,0.0,0.0,0.0,2.0,0.0,0.5,20.458353525116625,19.82229509019326,15.913526333719242,14.235928504450044,4.030956533726739,0.006469615817525,0.120536680255323,0.992708874098054,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.6444708185766124
Chamarajanagara,2022,2,0.0,0.0,22.0817832782802,15.977136502517617,2.347057784962258,22.431573593738563,16.762024379877687,1020791,0.0,0.0,0.0,0.0,0.0,0.5,20.868508800469662,20.458353525116625,15.363378981798162,15.913526333719242,0.7343809836105335,4.030956533726739,0.2393156642875577,0.970941817426052,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5717620668764561
Chamarajanagara,2022,3,0.0,0.0,21.77197092694719,12.922928702816282,0.2353290340874491,22.391056005247098,15.25589980969113,1020791,0.0,0.0,0.0,0.0,0.0,0.0,22.0817832782802,20.868508800469662,15.977136502517617,15.363378981798162,2.347057784962258,0.7343809836105335,0.3546048870425356,0.9350162426854148,0.0,4.0,4.0,0,1,False,False,False,False,925954.0819267484,163.14221170702345,0.5717620668764561
Chamarajanagara,2022,4,0.0,0.0,21.9107569365065,15.125864771954468,1.5019064060296214,22.23793681349628,16.575858108339105,1020791,0.0,0.0,0.0,0.0,0.0,0.0,21.77197092694719,22.0817832782802,12.922928702816282,15.977136502517617,0.2353290340874491,2.347057784962258,0.4647231720437685,0.8854560256532099,4.0,0.0,4.0,1,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5300153015532139
Chamarajanagara,2022,5,4.0,0.0,22.898449777021103,14.225310311858152,0.2633279268944498,23.390355240358247,15.619629565113144,1020791,0.3918529845972388,0.0,0.0,0.0,0.0,0.0,21.9107569365065,21.77197092694719,15.125864771954468,12.922928702816282,1.5019064060296214,0.2353290340874491,0.5680647467311558,0.8229838658936564,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5300153015532139
Chamarajanagara,2022,6,0.0,0.0,22.31628715329739,13.168588226969868,0.3197706197551306,22.82885378690532,14.925826874154096,1020791,0.0,4.0,0.0,0.0,2.0,1.0,22.898449777021103,21.9107569365065,14.225310311858152,15.125864771954468,0.2633279268944498,1.5019064060296214,0.6631226582407952,0.7485107481711011,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5300153015532139
Chamarajanagara,2022,7,0.0,0.0,23.05092075654965,13.229024409977228,0.1553312946791098,23.852772572395395,14.517928571942209,1020791,0.0,0.0,4.0,0.0,2.0,1.0,22.31628715329739,22.898449777021103,13.168588226969868,14.225310311858152,0.3197706197551306,0.2633279268944498,0.7485107481711011,0.6631226582407953,0.0,4.0,4.0,0,1,False,False,False,False,925954.0819267484,163.14221170702345,0.4809365379253799
Chamarajanagara,2022,8,0.0,0.0,23.500255322012283,11.765991890853195,0.0290553001221866,24.52048793795672,14.237461528373387,1020791,0.0,0.0,0.0,4.0,0.0,1.0,23.05092075654965,22.31628715329739,13.229024409977228,13.168588226969868,0.1553312946791098,0.3197706197551306,0.8229838658936564,0.5680647467311558,4.0,0.0,4.0,1,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4809365379253799
Chamarajanagara,2022,9,4.0,0.0,23.91938901097744,8.582398278092853,0.0217600576109567,24.50187175635773,12.310256287991308,1020791,0.3918529845972388,0.0,0.0,0.0,0.0,1.0,23.500255322012283,23.05092075654965,11.765991890853195,13.229024409977228,0.0290553001221866,0.1553312946791098,0.8854560256532098,0.4647231720437686,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.437666754703841
Chamarajanagara,2022,10,0.0,0.0,24.895279015833733,10.999672450919547,1.0655408522234435,25.62523831577471,16.849417783569947,1020791,0.0,4.0,0.0,0.0,2.0,1.0,23.91938901097744,23.500255322012283,8.582398278092853,11.765991890853195,0.0217600576109567,0.0290553001221866,0.9350162426854148,0.3546048870425355,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.437666754703841
Chamarajanagara,2022,11,0.0,0.0,25.922479243529608,12.785277970992295,1.7090382187631987,26.45480269392425,17.57282899596288,1020791,0.0,0.0,4.0,0.0,2.0,1.0,24.895279015833733,23.91938901097744,10.999672450919547,8.582398278092853,1.0655408522234435,0.0217600576109567,0.970941817426052,0.2393156642875578,0.0,2.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4627817346164016
Chamarajanagara,2022,12,0.0,0.0,25.93744055136356,17.450452187271942,2.836335348844845,26.65728997516993,18.442319126509688,1020791,0.0,0.0,0.0,4.0,0.0,1.0,25.922479243529608,24.895279015833733,12.785277970992295,10.999672450919547,1.7090382187631987,1.0655408522234435,0.992708874098054,0.120536680255323,2.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4627817346164016
Chamarajanagara,2022,13,2.0,0.0,26.787169600739578,16.282754779554214,0.4475360425924835,27.208131584930413,16.58776134261211,1020791,0.1959264922986194,0.0,0.0,0.0,0.0,1.0,25.93744055136356,25.922479243529608,17.450452187271942,12.785277970992295,2.836335348844845,1.7090382187631987,1.0,6.123233995736766e-17,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.4627817346164016
Chamarajanagara,2022,14,0.0,0.0,26.38778162885729,15.715643218694597,2.603616321950266,27.03262709244575,17.853197932708497,1020791,0.0,2.0,0.0,0.0,1.0,0.5,26.787169600739578,25.93744055136356,16.282754779554214,17.450452187271942,0.4475360425924835,2.836335348844845,0.992708874098054,-0.1205366802553228,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5213745478633066
Chamarajanagara,2022,15,0.0,0.0,24.827329211984303,19.935936598392136,40.33768322981755,26.15322190300349,20.73659628880017,1020791,0.0,0.0,2.0,0.0,1.0,0.5,26.38778162885729,26.787169600739578,15.715643218694597,16.282754779554214,2.603616321950266,0.4475360425924835,0.970941817426052,-0.2393156642875575,0.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5213745478633066
Chamarajanagara,2022,16,0.0,0.0,25.91773177115071,18.91374921593654,7.253677101158523,26.742738831646538,20.003473868286164,1020791,0.0,0.0,0.0,2.0,0.0,0.5,24.827329211984303,26.38778162885729,19.935936598392136,15.715643218694597,40.33768322981755,2.603616321950266,0.9350162426854148,-0.3546048870425357,0.0,1.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5782428435754781
Chamarajanagara,2022,17,0.0,0.0,27.28644625996717,18.207155640094584,7.333695039741203,28.071135437421617,20.571857410597147,1020791,0.0,0.0,0.0,0.0,0.0,0.5,25.91773177115071,24.827329211984303,18.91374921593654,19.935936598392136,7.253677101158523,40.33768322981755,0.8854560256532099,-0.4647231720437685,1.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5782428435754781
Chamarajanagara,2022,18,1.0,0.0,26.37855544398121,20.001760211539786,17.64228088920395,26.91660115152257,21.13022813605818,1020791,0.0979632461493097,0.0,0.0,0.0,0.0,0.0,27.28644625996717,25.91773177115071,18.207155640094584,18.91374921593654,7.333695039741203,7.253677101158523,0.8229838658936565,-0.5680647467311557,0.0,2.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5180479465142709
Chamarajanagara,2022,19,0.0,0.0,23.87947702612169,20.014446544946185,49.5959874018606,25.881151049877303,21.02449103000231,1020791,0.0,1.0,0.0,0.0,0.5,0.25,26.37855544398121,27.28644625996717,20.001760211539786,18.207155640094584,17.64228088920395,7.333695039741203,0.7485107481711013,-0.6631226582407951,2.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.5180479465142709
Chamarajanagara,2022,20,2.0,0.0,22.96144495137131,20.020536155753064,62.42703625280073,23.689773210925352,21.52797512799117,1020791,0.1959264922986194,0.0,1.0,0.0,0.5,0.25,23.87947702612169,26.37855544398121,20.014446544946185,20.001760211539786,49.5959874018606,17.64228088920395,0.6631226582407952,-0.7485107481711012,0.0,3.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.6464077726088661
Chamarajanagara,2022,21,0.0,0.0,24.18386705691088,19.828635658273747,17.40948341301897,24.868911088270977,20.55007247768424,1020791,0.0,2.0,0.0,1.0,1.0,0.75,22.96144495137131,23.87947702612169,20.020536155753064,20.014446544946185,62.42703625280073,49.5959874018606,0.5680647467311558,-0.8229838658936564,3.0,0.0,4.0,0,0,False,False,False,False,925954.0819267484,163.14221170702345,0.6464077726088661
Chamarajanagara,2022,22,3.0,0.0,24.42109245380485,19.85234841442676,18.908359151858647,25.239615585080458,21.01487026038449,1020791,0.2938897384479291,0.0,2.0,0.0,1.0,0.75,24.18386705691088,22.96144495137131,19.828635658273747,20.020536155753064,17.40948341301897,62.42703625280073,0.4647231720437687,-0.8854560256532098,0.0,10.0,4.0,0,1,False,False,False,False,925954.0819267484,163.14221170702345,0.6464077726088661
Chamarajanagara,2022,23,0.0,0.0,24.2547045874374,19.52543730602203,15.82076207513022,24.893628713851456,20.409712791021946,1020791,0.0,3.0,0.0,2.0,1.5,1.25,24.42109245380485,24.18386705691088,19.85234841442676,19.828635658273747,18.908359151858647,17.40948341301897,0.3546048870425358,-0.9350162426854148,10.0,8.0,4.0,1,1,False,False,False,False,925954.0819267484,163.14221170702345,0.6615652443762614
Chamarajanagara,2022,24,10.0,0.0,23.65889924898192,19.92648790006575,44.11879920456995,24.437130082256715,20.525395107754942,1020791,0.979632461493097,0.0,3.0,0.0,1.5,1.25,24.2547045874374,24.42109245380485,19.52543730602203,19.85234841442676,15.82076207513022,18.908359151858647,0.2393156642875576,-0.970941817426052,8.0,8.0,4.0,1,1,False,False,False,False,925954.0819267484,163.14221170702345,0.6615652443762614
Chamarajanagara,2022,25,8.0,0.0,23.26803002250237,19.087481758144257,14.328546334452062,23.84975771009715,19.68744154540576,1020791,0.7837059691944777,10.0,0.0,3.0,5.0,3.25,23.65889924898192,24.2547045874374,19.92648790006575,19.52543730602203,44.11879920456995,15.82076207513022,0.120536680255323,-0.992708874098054,8.0,14.0,4.0,1,1,False,False,False,False,925954.0819267484,163.14221170702345,0.3920380568173384
Chamarajanagara,2022,26,8.0,0.0,22.90244760714205,19.16394279768764,38.68937115651588,23.677923033287584,19.65302392301664,1020791,0.7837059691944777,8.0,10.0,0.0,9.0,5.25,23.26803002250237,23.65889924898192,19.087481758144257,19.92648790006575,14.328546334452062,44.11879920456995,1.2246467991473532e-16,-1.0,14.0,7.0,4.0,1,1,False,False,False,False,925954.0819267484,163.14221170702345,0.3920380568173384
